"pair_id","guide_1","guide_2","cut_1","cut_2","deletion_bp","mean_score"
"pair_1873","spacer_158","spacer_217",7674205,7675194,989,0.369099771594295
"pair_2389","spacer_169","spacer_206",7674266,7675150,884,0.369096363607836
"pair_1665","spacer_155","spacer_158",7674185,7674205,20,0.36903366423525
"pair_2541","spacer_173","spacer_190",7674859,7675073,214,0.368934190289838
"pair_3904","spacer_228","spacer_271",7676024,7676174,150,0.36890384420931
"pair_1917","spacer_159","spacer_209",7674209,7675155,946,0.368785437958764
"pair_3889","spacer_227","spacer_300",7676023,7676593,570,0.368744077251143
"pair_374","spacer_78","spacer_84",7669755,7669783,28,0.368682946194363
"pair_3590","spacer_212","spacer_227",7675178,7676023,845,0.368635869578919
"pair_2967","spacer_188","spacer_192",7674971,7675077,106,0.368631067619516
"pair_3210","spacer_195","spacer_235",7675095,7676055,960,0.36860544884024
"pair_190","spacer_59","spacer_84",7669629,7669783,154,0.368509584992542
"pair_1036","spacer_123","spacer_148",7673575,7673789,214,0.368492050639505
"pair_986","spacer_122","spacer_130",7673571,7673608,37,0.368456533158137
"pair_1850","spacer_158","spacer_192",7674205,7675077,872,0.368429113808324
"pair_1286","spacer_135","spacer_155",7673715,7674185,470,0.368417908241862
"pair_2329","spacer_168","spacer_190",7674262,7675073,811,0.368397925887573
"pair_4070","spacer_236","spacer_270",7676059,7676173,114,0.368365240229261
"pair_2679","spacer_176","spacer_213",7674871,7675179,308,0.368361740118062
"pair_1423","spacer_142","spacer_146",7673747,7673779,32,0.368345486422197
"pair_2019","spacer_161","spacer_214",7674221,7675183,962,0.368303262115943
"pair_1008","spacer_122","spacer_158",7673571,7674205,634,0.368276878478593
"pair_1587","spacer_150","spacer_162",7673788,7674217,429,0.368267941160544
"pair_1446","spacer_142","spacer_169",7673747,7674266,519,0.368252633951634
"pair_740","spacer_116","spacer_124",7673539,7673576,37,0.368218391851386
"pair_1149","spacer_128","spacer_150",7673597,7673788,191,0.368160491488544
"pair_2610","spacer_175","spacer_181",7674870,7674940,70,0.367818736790677
"pair_1986","spacer_161","spacer_179",7674221,7674917,696,0.367756139901037
"pair_208","spacer_60","spacer_86",7669630,7669783,153,0.367748995093417
"pair_988","spacer_122","spacer_135",7673571,7673715,144,0.367661122485204
"pair_243","spacer_71","spacer_82",7669705,7669771,66,0.367630958268362
"pair_3328","spacer_199","spacer_258",7675136,7676135,999,0.367571492630717
"pair_3864","spacer_227","spacer_259",7676023,7676141,118,0.367522658391373
"pair_3632","spacer_214","spacer_224",7675183,7675227,44,0.367423892150048
"pair_2970","spacer_188","spacer_195",7674971,7675095,124,0.367418517678332
"pair_259","spacer_71","spacer_104",7669705,7670660,955,0.367384003795308
"pair_2308","spacer_167","spacer_216",7674236,7675188,952,0.367364282218985
"pair_3041","spacer_190","spacer_210",7675073,7675156,83,0.36730987652715
"pair_1853","spacer_158","spacer_195",7674205,7675095,890,0.36721656386714
"pair_1080","spacer_124","spacer_154",7673576,7673829,253,0.367192430201568
"pair_2869","spacer_184","spacer_212",7674955,7675178,223,0.367165805060795
"pair_3452","spacer_204","spacer_258",7675149,7676135,986,0.367045324636334
"pair_4382","spacer_271","spacer_300",7676174,7676593,419,0.367042902499495
"pair_3509","spacer_208","spacer_213",7675154,7675179,25,0.367025935046224
"pair_2778","spacer_181","spacer_209",7674940,7675155,215,0.366938250959533
"pair_3608","spacer_212","spacer_271",7675178,7676174,996,0.366934694827271
"pair_2722","spacer_179","spacer_224",7674917,7675227,310,0.366876769935142
"pair_530","spacer_86","spacer_94",7669783,7670633,850,0.366805595596312
"pair_557","spacer_87","spacer_105",7669784,7670669,885,0.366728502005594
"pair_2929","spacer_186","spacer_214",7674959,7675183,224,0.366660689904482
"pair_156","spacer_47","spacer_55",7667349,7667402,53,0.366445743214778
"pair_2067","spacer_162","spacer_213",7674217,7675179,962,0.366408050577041
"pair_2213","spacer_165","spacer_217",7674237,7675194,957,0.3663441099372
"pair_184","spacer_59","spacer_78",7669629,7669755,126,0.36634046951125
"pair_1902","spacer_159","spacer_193",7674209,7675078,869,0.366326317470645
"pair_3945","spacer_229","spacer_279",7676039,7676226,187,0.366286914488486
"pair_1672","spacer_155","spacer_165",7674185,7674237,52,0.366278002578155
"pair_2691","spacer_179","spacer_186",7674917,7674959,42,0.366113567689576
"pair_663","spacer_112","spacer_130",7673232,7673608,376,0.366086617732487
"pair_3873","spacer_227","spacer_275",7676023,7676193,170,0.365938641991345
"pair_3051","spacer_190","spacer_226",7675073,7676008,935,0.365937419705385
"pair_685","spacer_112","spacer_158",7673232,7674205,973,0.365906963052943
"pair_3609","spacer_213","spacer_219",7675179,7675202,23,0.365876693935666
"pair_3909","spacer_228","spacer_277",7676024,7676225,201,0.365870760902991
"pair_4257","spacer_259","spacer_271",7676141,7676174,33,0.365821483639725
"pair_2118","spacer_163","spacer_217",7674224,7675194,970,0.365717216689745
"pair_2190","spacer_165","spacer_192",7674237,7675077,840,0.365673452151229
"pair_1670","spacer_155","spacer_163",7674185,7674224,39,0.365651109330701
"pair_2619","spacer_175","spacer_190",7674870,7675073,203,0.365624222922068
"pair_3108","spacer_192","spacer_216",7675077,7675188,111,0.3655225507996
"pair_4218","spacer_256","spacer_282",7676127,7676253,126,0.365521531860241
"pair_1015","spacer_122","spacer_165",7673571,7674237,666,0.365521216821498
"pair_507","spacer_84","spacer_109",7669783,7670712,929,0.365432840398926
"pair_1217","spacer_130","spacer_148",7673608,7673789,181,0.365357743632039
"pair_665","spacer_112","spacer_135",7673232,7673715,483,0.365291207059555
"pair_39","spacer_17","spacer_20",7666198,7666224,26,0.365256028901059
"pair_1541","spacer_148","spacer_158",7673789,7674205,416,0.365178088952495
"pair_2095","spacer_163","spacer_192",7674224,7675077,853,0.365046558903775
"pair_2272","spacer_167","spacer_176",7674236,7674871,635,0.364997622335915
"pair_506","spacer_84","spacer_108",7669783,7670681,898,0.36495155073471
"pair_1013","spacer_122","spacer_163",7673571,7674224,653,0.364894323574043
"pair_4424","spacer_274","spacer_284",7676192,7676258,66,0.364878976622575
"pair_3846","spacer_226","spacer_285",7676008,7676263,255,0.364788731950808
"pair_3040","spacer_190","spacer_209",7675073,7675155,82,0.364743737090925
"pair_3630","spacer_213","spacer_270",7675179,7676173,994,0.364738097717852
"pair_73","spacer_28","spacer_40",7667212,7667305,93,0.364714346173148
"pair_375","spacer_78","spacer_85",7669755,7669779,24,0.364698905572906
"pair_465","spacer_82","spacer_103",7669771,7670646,875,0.36457763875755
"pair_1279","spacer_135","spacer_148",7673715,7673789,74,0.364562332959107
"pair_191","spacer_59","spacer_85",7669629,7669779,150,0.364525544371084
"pair_2763","spacer_181","spacer_193",7674940,7675078,138,0.364479130471413
"pair_4290","spacer_260","spacer_282",7676142,7676253,111,0.364466431080942
"pair_2193","spacer_165","spacer_195",7674237,7675095,858,0.364460902210045
"pair_2368","spacer_169","spacer_184",7674266,7674955,689,0.364458347325593
"pair_3199","spacer_195","spacer_216",7675095,7675188,93,0.364310000858416
"pair_1024","spacer_123","spacer_130",7673575,7673608,33,0.364238629717085
"pair_1076","spacer_124","spacer_150",7673576,7673788,212,0.364225149227397
"pair_552","spacer_87","spacer_99",7669784,7670646,862,0.364204550711491
"pair_1046","spacer_123","spacer_158",7673575,7674205,630,0.364058975037541
"pair_499","spacer_84","spacer_100",7669783,7670647,864,0.364015854014558
"pair_4463","spacer_277","spacer_300",7676225,7676593,368,0.364009819193176
"pair_2098","spacer_163","spacer_195",7674224,7675095,871,0.363834008962591
"pair_2683","spacer_176","spacer_217",7674871,7675194,323,0.363826548702501
"pair_1683","spacer_155","spacer_176",7674185,7674871,686,0.363760441343457
"pair_751","spacer_116","spacer_142",7673539,7673747,208,0.363700733175481
"pair_2301","spacer_167","spacer_208",7674236,7675154,918,0.363661817264078
"pair_3426","spacer_203","spacer_258",7675143,7676135,992,0.36358817069302
"pair_1026","spacer_123","spacer_135",7673575,7673715,140,0.363443219044153
"pair_1919","spacer_159","spacer_212",7674209,7675178,969,0.363417888666991
"pair_393","spacer_78","spacer_109",7669755,7670712,957,0.363263724917634
"pair_1321","spacer_136","spacer_159",7673716,7674209,493,0.363155891378885
"pair_2660","spacer_176","spacer_192",7674871,7675077,206,0.36315589091653
"pair_270","spacer_72","spacer_82",7669706,7669771,65,0.363104721791181
"pair_3681","spacer_216","spacer_229",7675188,7676039,851,0.362966069628598
"pair_1166","spacer_128","spacer_167",7673597,7674236,639,0.362936483122895
"pair_286","spacer_72","spacer_104",7669706,7670660,954,0.362857767318127
"pair_4262","spacer_259","spacer_277",7676141,7676225,84,0.362788400333406
"pair_392","spacer_78","spacer_108",7669755,7670681,926,0.362782435253418
"pair_1431","spacer_142","spacer_154",7673747,7673829,82,0.362674771525663
"pair_350","spacer_75","spacer_82",7669736,7669771,35,0.362615023644184
"pair_4045","spacer_235","spacer_279",7676055,7676226,171,0.362548180174796
"pair_690","spacer_112","spacer_163",7673232,7674224,992,0.362524408148394
"pair_2310","spacer_167","spacer_219",7674236,7675202,966,0.362512576153519
"pair_3513","spacer_208","spacer_217",7675154,7675194,40,0.362490743630664
"pair_1712","spacer_155","spacer_208",7674185,7675154,969,0.362424636271619
"pair_1548","spacer_148","spacer_165",7673789,7674237,448,0.3624224272954
"pair_366","spacer_75","spacer_104",7669736,7670660,924,0.36236806917113
"pair_3472","spacer_206","spacer_236",7675150,7676059,909,0.3623184721356
"pair_3748","spacer_219","spacer_274",7675202,7676192,990,0.362025621244432
"pair_2663","spacer_176","spacer_195",7674871,7675095,224,0.361943340975346
"pair_2071","spacer_162","spacer_217",7674217,7675194,977,0.36187285916148
"pair_385","spacer_78","spacer_100",7669755,7670647,892,0.361846738533267
"pair_3101","spacer_192","spacer_208",7675077,7675154,77,0.361820085844693
"pair_1669","spacer_155","spacer_162",7674185,7674217,32,0.361806751802435
"pair_1546","spacer_148","spacer_163",7673789,7674224,435,0.361795534047946
"pair_3871","spacer_227","spacer_273",7676023,7676198,175,0.361738380266002
"pair_1154","spacer_128","spacer_155",7673597,7674185,588,0.361699302130436
"pair_3582","spacer_210","spacer_258",7675156,7676135,979,0.361625170844876
"pair_2780","spacer_181","spacer_212",7674940,7675178,238,0.36157070166776
"pair_3308","spacer_199","spacer_214",7675136,7675183,47,0.361564660010215
"pair_525","spacer_85","spacer_109",7669779,7670712,933,0.361448799777468
"pair_3053","spacer_190","spacer_228",7675073,7676024,951,0.36134533718119
"pair_1053","spacer_123","spacer_165",7673575,7674237,662,0.361303313380446
"pair_4435","spacer_275","spacer_277",7676193,7676225,32,0.361204383933378
"pair_2048","spacer_162","spacer_192",7674217,7675077,860,0.361202201375509
"pair_424","spacer_80","spacer_96",7669762,7670635,873,0.36114812245085
"pair_1012","spacer_122","spacer_162",7673571,7674217,646,0.361049966045778
"pair_3432","spacer_204","spacer_214",7675149,7675183,34,0.361038492015832
"pair_2704","spacer_179","spacer_199",7674917,7675136,219,0.361017537795309
"pair_3949","spacer_229","spacer_284",7676039,7676258,219,0.360967718941275
"pair_524","spacer_85","spacer_108",7669779,7670681,902,0.360967510113253
"pair_1846","spacer_158","spacer_188",7674205,7674971,766,0.360946967161724
"pair_984","spacer_122","spacer_128",7673571,7673597,26,0.360942516373778
"pair_142","spacer_44","spacer_52",7667347,7667392,45,0.36093508185931
"pair_1227","spacer_130","spacer_158",7673608,7674205,597,0.360924668030076
"pair_1500","spacer_146","spacer_159",7673779,7674209,430,0.360803283402352
"pair_1880","spacer_159","spacer_169",7674209,7674266,57,0.360710430931789
"pair_1051","spacer_123","spacer_163",7673575,7674224,649,0.360676420132992
"pair_3110","spacer_192","spacer_219",7675077,7675202,125,0.360670844734134
"pair_3192","spacer_195","spacer_208",7675095,7675154,59,0.360607535903509
"pair_2709","spacer_179","spacer_204",7674917,7675149,232,0.360491369800926
"pair_1207","spacer_130","spacer_135",7673608,7673715,107,0.360308912036687
"pair_3828","spacer_226","spacer_258",7676008,7676135,127,0.36025271402311
"pair_3719","spacer_217","spacer_270",7675194,7676173,979,0.360202906302291
"pair_3916","spacer_228","spacer_285",7676024,7676263,239,0.360196649426614
"pair_1289","spacer_135","spacer_158",7673715,7674205,490,0.360129257357143
"pair_3646","spacer_214","spacer_256",7675183,7676127,944,0.360038737352776
"pair_4366","spacer_271","spacer_273",7676174,7676198,24,0.360037205514354
"pair_517","spacer_85","spacer_100",7669779,7670647,868,0.360031813393101
"pair_2051","spacer_162","spacer_195",7674217,7675095,878,0.359989651434325
"pair_147","spacer_45","spacer_54",7667344,7667401,57,0.359878185907823
"pair_172","spacer_58","spacer_82",7669618,7669771,153,0.359844813985597
"pair_3843","spacer_226","spacer_282",7676008,7676253,245,0.359728675910074
"pair_1427","spacer_142","spacer_150",7673747,7673788,41,0.359707490551492
"pair_109","spacer_40","spacer_47",7667305,7667349,44,0.359677722525933
"pair_648","spacer_108","spacer_109",7670681,7670712,31,0.359532329457981
"pair_3201","spacer_195","spacer_219",7675095,7675202,107,0.35945829479295
"pair_3042","spacer_190","spacer_212",7675073,7675178,105,0.359376187799152
"pair_3870","spacer_227","spacer_272",7676023,7676186,163,0.359357887030473
"pair_3520","spacer_208","spacer_229",7675154,7676039,885,0.359263604673691
"pair_3684","spacer_216","spacer_235",7675188,7676055,867,0.359227335314908
"pair_3857","spacer_227","spacer_236",7676023,7676059,36,0.35915052037148
"pair_3556","spacer_209","spacer_258",7675155,7676135,980,0.35905903140865
"pair_202","spacer_60","spacer_80",7669630,7669762,132,0.35903417883459
"pair_376","spacer_78","spacer_86",7669755,7669783,28,0.359005603336677
"pair_1093","spacer_124","spacer_167",7673576,7674236,660,0.359001140861747
"pair_3649","spacer_214","spacer_260",7675183,7676142,959,0.358983636573477
"pair_1","spacer_3","spacer_6",7661962,7661990,28,0.358932220331307
"pair_2365","spacer_169","spacer_181",7674266,7674940,674,0.358863243932558
"pair_192","spacer_59","spacer_86",7669629,7669783,154,0.358832242134855
"pair_3457","spacer_206","spacer_213",7675150,7675179,29,0.35869132962419
"pair_689","spacer_112","spacer_162",7673232,7674217,985,0.358680050620128
"pair_621","spacer_100","spacer_109",7670647,7670712,65,0.35859663273783
"pair_661","spacer_112","spacer_128",7673232,7673597,365,0.358572600948129
"pair_4526","spacer_285","spacer_300",7676263,7676593,330,0.358335707716799
"pair_2186","spacer_165","spacer_188",7674237,7674971,734,0.358191305504629
"pair_1234","spacer_130","spacer_165",7673608,7674237,629,0.358169006372981
"pair_620","spacer_100","spacer_108",7670647,7670681,34,0.358115343073614
"pair_3729","spacer_219","spacer_229",7675202,7676039,837,0.358114363563132
"pair_422","spacer_80","spacer_94",7669762,7670633,871,0.358090779337486
"pair_2989","spacer_188","spacer_216",7674971,7675188,217,0.358040404153
"pair_1825","spacer_158","spacer_165",7674205,7674237,32,0.357989351693437
"pair_1545","spacer_148","spacer_162",7673789,7674217,428,0.35795117651968
"pair_1147","spacer_128","spacer_148",7673597,7673789,192,0.357843726847681
"pair_1872","spacer_158","spacer_216",7674205,7675188,983,0.357838450341808
"pair_1081","spacer_124","spacer_155",7673576,7674185,609,0.357763959869289
"pair_3406","spacer_203","spacer_214",7675143,7675183,40,0.357581338072519
"pair_2091","spacer_163","spacer_188",7674224,7674971,747,0.357564412257175
"pair_1232","spacer_130","spacer_163",7673608,7674224,616,0.357542113125526
"pair_4071","spacer_236","spacer_271",7676059,7676174,115,0.357449345619833
"pair_1296","spacer_135","spacer_165",7673715,7674237,522,0.357373595700048
"pair_2563","spacer_173","spacer_214",7674859,7675183,324,0.357242651987062
"pair_4049","spacer_235","spacer_284",7676055,7676258,203,0.357228984627586
"pair_556","spacer_87","spacer_104",7669784,7670660,876,0.357157580479481
"pair_4269","spacer_259","spacer_285",7676141,7676263,122,0.357114288857029
"pair_2708","spacer_179","spacer_203",7674917,7675143,226,0.357034215857613
"pair_4401","spacer_273","spacer_277",7676198,7676225,27,0.357004122208035
"pair_3937","spacer_229","spacer_270",7676039,7676173,134,0.356975767345319
"pair_1050","spacer_123","spacer_162",7673575,7674217,642,0.356832062604726
"pair_1294","spacer_135","spacer_163",7673715,7674224,509,0.356746702452594
"pair_1022","spacer_123","spacer_128",7673575,7673597,22,0.356724612932727
"pair_2351","spacer_168","spacer_214",7674262,7675183,921,0.356706387584798
"pair_2530","spacer_173","spacer_179",7674859,7674917,58,0.356695529772156
"pair_2374","spacer_169","spacer_190",7674266,7675073,807,0.35666873006395
"pair_33","spacer_15","spacer_24",7666196,7666230,34,0.356383124929719
"pair_4480","spacer_279","spacer_284",7676226,7676258,32,0.356254381505649
"pair_2318","spacer_168","spacer_179",7674262,7674917,655,0.356159265369892
"pair_767","spacer_116","spacer_159",7673539,7674209,670,0.356158530155636
"pair_543","spacer_86","spacer_109",7669783,7670712,929,0.355755497541239
"pair_2656","spacer_176","spacer_188",7674871,7674971,100,0.35567374426993
"pair_3898","spacer_228","spacer_258",7676024,7676135,111,0.355660631498916
"pair_12","spacer_4","spacer_12",7661973,7662008,35,0.355659053344928
"pair_3562","spacer_210","spacer_214",7675156,7675183,27,0.355618338224374
"pair_4442","spacer_275","spacer_285",7676193,7676263,70,0.355530272457001
"pair_3523","spacer_208","spacer_235",7675154,7676055,901,0.355524870360001
"pair_3613","spacer_213","spacer_227",7675179,7676023,844,0.355523377860071
"pair_1836","spacer_158","spacer_176",7674205,7674871,666,0.355471790458738
"pair_2299","spacer_167","spacer_206",7674236,7675150,914,0.355327211842044
"pair_542","spacer_86","spacer_108",7669783,7670681,898,0.355274207877023
"pair_3913","spacer_228","spacer_282",7676024,7676253,229,0.35513659338588
"pair_1652","spacer_154","spacer_159",7673829,7674209,380,0.355132568505818
"pair_2212","spacer_165","spacer_216",7674237,7675188,951,0.355082788684713
"pair_2714","spacer_179","spacer_210",7674917,7675156,239,0.355071216009468
"pair_151","spacer_46","spacer_54",7667345,7667401,56,0.35470635886814
"pair_497","spacer_84","spacer_98",7669783,7670642,859,0.354638364868705
"pair_659","spacer_112","spacer_124",7673232,7673576,344,0.354637258686982
"pair_4384","spacer_272","spacer_277",7676186,7676225,39,0.354623628972506
"pair_19","spacer_5","spacer_12",7661967,7662008,41,0.354575286888924
"pair_1444","spacer_142","spacer_167",7673747,7674236,489,0.354483482185842
"pair_2117","spacer_163","spacer_216",7674224,7675188,964,0.354455895437259
"pair_4076","spacer_236","spacer_277",7676059,7676225,166,0.354416262313513
"pair_598","spacer_96","spacer_105",7670635,7670669,34,0.354415049557714
"pair_3732","spacer_219","spacer_235",7675202,7676055,853,0.354375629249443
"pair_535","spacer_86","spacer_100",7669783,7670647,864,0.354338511156872
"pair_2982","spacer_188","spacer_208",7674971,7675154,183,0.354337939198093
"pair_3634","spacer_214","spacer_226",7675183,7676008,825,0.354245881402609
"pair_3461","spacer_206","spacer_217",7675150,7675194,44,0.354156138208629
"pair_1865","spacer_158","spacer_208",7674205,7675154,949,0.354135985386901
"pair_1710","spacer_155","spacer_206",7674185,7675150,965,0.354090030849585
"pair_2870","spacer_184","spacer_213",7674955,7675179,224,0.354053313341948
"pair_2641","spacer_175","spacer_214",7674870,7675183,313,0.353932684619293
"pair_1074","spacer_124","spacer_148",7673576,7673789,213,0.353908384586534
"pair_3631","spacer_213","spacer_271",7675179,7676174,995,0.353822203108423
"pair_4253","spacer_258","spacer_300",7676135,7676593,458,0.353799689789102
"pair_2044","spacer_162","spacer_188",7674217,7674971,754,0.353720054728909
"pair_1231","spacer_130","spacer_162",7673608,7674217,609,0.353697755597261
"pair_3602","spacer_212","spacer_258",7675178,7676135,957,0.353691482116878
"pair_116","spacer_41","spacer_45",7667310,7667344,34,0.353527300714478
"pair_3099","spacer_192","spacer_206",7675077,7675150,73,0.353485480422659
"pair_1157","spacer_128","spacer_158",7673597,7674205,608,0.353410651245717
"pair_2608","spacer_175","spacer_179",7674870,7674917,47,0.353385562404387
"pair_4508","spacer_282","spacer_300",7676253,7676593,340,0.353275651676065
"pair_1432","spacer_142","spacer_155",7673747,7674185,438,0.353246301193384
"pair_4037","spacer_235","spacer_270",7676055,7676173,118,0.353237033031629
"pair_2991","spacer_188","spacer_219",7674971,7675202,231,0.353188698087534
"pair_3536","spacer_209","spacer_214",7675155,7675183,28,0.353052198788149
"pair_134","spacer_43","spacer_45",7667324,7667344,20,0.353044867879507
"pair_78","spacer_28","spacer_45",7667212,7667344,132,0.353022083506011
"pair_1874","spacer_158","spacer_219",7674205,7675202,997,0.352986744276342
"pair_158","spacer_48","spacer_52",7667350,7667392,42,0.352953032975896
"pair_1293","spacer_135","spacer_162",7673715,7674217,502,0.352902344924328
"pair_1137","spacer_128","spacer_135",7673597,7673715,118,0.352794895252328
"pair_2176","spacer_165","spacer_176",7674237,7674871,634,0.352716128801643
"pair_2682","spacer_176","spacer_216",7674871,7675188,317,0.352565227450014
"pair_2713","spacer_179","spacer_209",7674917,7675155,238,0.352505076573243
"pair_993","spacer_122","spacer_142",7673571,7673747,176,0.352489515436726
"pair_383","spacer_78","spacer_98",7669755,7670642,887,0.352469249387414
"pair_417","spacer_80","spacer_84",7669762,7669783,21,0.352459902559142
"pair_3190","spacer_195","spacer_206",7675095,7675150,55,0.352272930481475
"pair_4351","spacer_270","spacer_279",7676173,7676226,53,0.352262429909692
"pair_1584","spacer_150","spacer_159",7673788,7674209,421,0.352165287531647
"pair_2081","spacer_163","spacer_176",7674224,7674871,647,0.352089235554189
"pair_4266","spacer_259","spacer_282",7676141,7676253,112,0.352054232816295
"pair_3872","spacer_227","spacer_274",7676023,7676192,169,0.351672305168837
"pair_2205","spacer_165","spacer_208",7674237,7675154,917,0.351380323729806
"pair_582","spacer_94","spacer_105",7670633,7670669,36,0.351357706444349
"pair_4408","spacer_273","spacer_285",7676198,7676263,65,0.351330010731658
"pair_3512","spacer_208","spacer_216",7675154,7675188,34,0.351229422378177
"pair_4237","spacer_258","spacer_275",7676135,7676193,58,0.350994254529304
"pair_3702","spacer_217","spacer_227",7675194,7676023,829,0.35098818644451
"pair_3468","spacer_206","spacer_229",7675150,7676039,889,0.350928999251657
"pair_2024","spacer_162","spacer_165",7674217,7674237,20,0.350762439260622
"pair_2110","spacer_163","spacer_208",7674224,7675154,930,0.350753430482351
"pair_2278","spacer_167","spacer_184",7674236,7674955,719,0.350689195559801
"pair_1164","spacer_128","spacer_165",7673597,7674237,640,0.350654989588622
"pair_515","spacer_85","spacer_98",7669779,7670642,863,0.350654324247248
"pair_2070","spacer_162","spacer_216",7674217,7675188,971,0.350611537908993
"pair_3137","spacer_193","spacer_214",7675078,7675183,105,0.35059307830003
"pair_4439","spacer_275","spacer_282",7676193,7676253,60,0.350470216416268
"pair_3114","spacer_192","spacer_227",7675077,7676023,946,0.350317528658539
"pair_1920","spacer_159","spacer_213",7674209,7675179,970,0.350305396948143
"pair_2214","spacer_165","spacer_219",7674237,7675202,965,0.350231082619247
"pair_670","spacer_112","spacer_142",7673232,7673747,515,0.350119600011077
"pair_186","spacer_59","spacer_80",7669629,7669762,133,0.350117425876029
"pair_2698","spacer_179","spacer_193",7674917,7675078,161,0.350045956085124
"pair_1162","spacer_128","spacer_163",7673597,7674224,627,0.350028096341168
"pair_3058","spacer_190","spacer_236",7675073,7676059,986,0.349890838591713
"pair_1062","spacer_124","spacer_130",7673576,7673608,32,0.349654963664114
"pair_3636","spacer_214","spacer_228",7675183,7676024,841,0.349653798878415
"pair_2119","spacer_163","spacer_219",7674224,7675202,978,0.349604189371793
"pair_2874","spacer_184","spacer_217",7674955,7675194,239,0.349518121926387
"pair_1084","spacer_124","spacer_158",7673576,7674205,629,0.34947530898457
"pair_1689","spacer_155","spacer_184",7674185,7674955,770,0.349452014567342
"pair_1425","spacer_142","spacer_148",7673747,7673789,42,0.349390725910629
"pair_3720","spacer_217","spacer_271",7675194,7676174,980,0.349287011692862
"pair_609","spacer_98","spacer_109",7670642,7670712,70,0.349219143591976
"pair_54","spacer_24","spacer_28",7666230,7667212,982,0.349185657342766
"pair_3205","spacer_195","spacer_227",7675095,7676023,928,0.349104978717355
"pair_4391","spacer_272","spacer_285",7676186,7676263,77,0.34894951749613
"pair_3696","spacer_216","spacer_270",7675188,7676173,985,0.348941585049804
"pair_2675","spacer_176","spacer_208",7674871,7675154,283,0.348862762495107
"pair_1064","spacer_124","spacer_135",7673576,7673715,139,0.348859552991181
"pair_2851","spacer_184","spacer_192",7674955,7675077,122,0.348847464140416
"pair_4083","spacer_236","spacer_285",7676059,7676263,204,0.348742150837136
"pair_608","spacer_98","spacer_108",7670642,7670681,39,0.34873785392776
"pair_93","spacer_38","spacer_54",7667297,7667401,104,0.348498937113964
"pair_2781","spacer_181","spacer_213",7674940,7675179,239,0.348458209948912
"pair_117","spacer_41","spacer_46",7667310,7667345,35,0.348355473674795
"pair_1031","spacer_123","spacer_142",7673575,7673747,172,0.348271611995675
"pair_2034","spacer_162","spacer_176",7674217,7674871,654,0.348244878025923
"pair_135","spacer_43","spacer_46",7667324,7667345,21,0.347873040839825
"pair_79","spacer_28","spacer_46",7667212,7667345,133,0.347850256466329
"pair_2684","spacer_176","spacer_219",7674871,7675202,331,0.347713521384548
"pair_2854","spacer_184","spacer_195",7674955,7675095,140,0.347634914199232
"pair_3471","spacer_206","spacer_235",7675150,7676055,905,0.347190264937967
"pair_2715","spacer_179","spacer_212",7674917,7675178,261,0.34713752728147
"pair_435","spacer_80","spacer_109",7669762,7670712,950,0.347040681282413
"pair_4355","spacer_270","spacer_284",7676173,7676258,85,0.346943234362482
"pair_1878","spacer_159","spacer_167",7674209,7674236,27,0.346941279165997
"pair_4418","spacer_274","spacer_277",7676192,7676225,33,0.34693804711087
"pair_2063","spacer_162","spacer_208",7674217,7675154,937,0.346909072954086
"pair_4235","spacer_258","spacer_273",7676135,7676198,63,0.346793992803961
"pair_1091","spacer_124","spacer_165",7673576,7674237,661,0.346719647327475
"pair_3648","spacer_214","spacer_259",7675183,7676141,958,0.34657143830883
"pair_434","spacer_80","spacer_108",7669762,7670681,919,0.346559391618197
"pair_3514","spacer_208","spacer_219",7675154,7675202,48,0.346377716312711
"pair_4405","spacer_273","spacer_282",7676198,7676253,55,0.346269954690924
"pair_3043","spacer_190","spacer_213",7675073,7675179,106,0.346263696080304
"pair_1161","spacer_128","spacer_162",7673597,7674217,620,0.346183738812902
"pair_1089","spacer_124","spacer_163",7673576,7674224,648,0.346092754080021
"pair_3938","spacer_229","spacer_271",7676039,7676174,135,0.34605987273589
"pair_2980","spacer_188","spacer_206",7674971,7675150,179,0.346003333776059
"pair_1863","spacer_158","spacer_206",7674205,7675150,945,0.345801379964867
"pair_1924","spacer_159","spacer_217",7674209,7675194,985,0.345770205532583
"pair_2072","spacer_162","spacer_219",7674217,7675202,985,0.345759831843527
"pair_503","spacer_84","spacer_105",7669783,7670669,886,0.345726829666005
"pair_1666","spacer_155","spacer_159",7674185,7674209,24,0.345704098173538
"pair_427","spacer_80","spacer_100",7669762,7670647,885,0.345623694898046
"pair_1212","spacer_130","spacer_142",7673608,7673747,139,0.345137304988209
"pair_1901","spacer_159","spacer_192",7674209,7675077,868,0.345099547746612
"pair_2275","spacer_167","spacer_181",7674236,7674940,704,0.345094092166765
"pair_460","spacer_82","spacer_96",7669771,7670635,864,0.345091082504655
"pair_2396","spacer_169","spacer_214",7674266,7675183,917,0.344977191761174
"pair_533","spacer_86","spacer_98",7669783,7670642,859,0.344961022011019
"pair_1435","spacer_142","spacer_158",7673747,7674205,458,0.344957650308665
"pair_1009","spacer_122","spacer_159",7673571,7674209,638,0.344947312416881
"pair_597","spacer_96","spacer_104",7670635,7670660,25,0.344844128031601
"pair_2363","spacer_169","spacer_179",7674266,7674917,651,0.344430069546268
"pair_4234","spacer_258","spacer_272",7676135,7676186,51,0.344413499568432
